steps,return
40000.0,0.026187781161883004
80000.0,0.04557908566237473
120000.0,0.3272686059503635
160000.0,0.3655493542062398
200000.0,-0.4069808663809538
240000.0,-0.004744668575335559
280000.0,-0.006375037106771951
320000.0,-2.7731644156300788
360000.0,-4.017000844342058
400000.0,-0.20263422553246022
440000.0,-0.7567031714646145
480000.0,-2.0619725904991193
520000.0,-4.14668910198987
560000.0,-4.0106900611823955
600000.0,0.8641506656708033
640000.0,-3.5925711540715097
680000.0,-0.65026342006991
720000.0,0.8563944268528373
760000.0,0.2104744364864112
800000.0,1.007354994746199
840000.0,1.3255039412344503
880000.0,-0.3514257656711615
920000.0,2.384723223356781
960000.0,0.4284185876228652
1000000.0,1.6719819801571072
1040000.0,0.679071235285874
1080000.0,2.624869544433132
1120000.0,2.6254716005752545
1160000.0,2.4118649005409067
1200000.0,2.5790557441661623
