1.958504366427107749e-04,2.344061192985826212e-05,-1.994938427813268183e-04,-5.065921326777640839e-05,-2.876628857167492365e-04,-1.184777926215233989e-04,3.003695054661468405e-04,8.975190749512559733e-05
8.079625994017595504e-05,1.217473959233062039e-06,-1.184017529729166637e-04,-5.776565659315496836e-05,-1.643381933577016873e-04,-6.905395581160566221e-05,9.456375876917735412e-05,3.765997336355101472e-05
3.723610117763797114e-05,1.315815104317411444e-05,-1.005843300797412781e-05,1.634824236762260868e-06,-2.508209650824209683e-05,-1.887435156516638568e-05,7.884979169388010747e-05,1.826109342746682309e-05
8.878401467829657838e-05,2.371028179556181487e-05,-2.621037361100703536e-05,2.321775761113147174e-05,-2.989188297941625002e-05,-1.834967985215674855e-05,1.591398443338045961e-04,3.216657558748505354e-05
2.561500339667016358e-05,8.979877113478024395e-06,-8.313373305307928597e-06,3.339478382846803250e-05,1.225110227664512666e-06,1.290584863397338896e-05,4.572803724077811530e-05,7.442195293848732362e-06
4.059813548138172174e-05,2.431229339915710219e-05,-4.787857348310042230e-06,2.786099189809626591e-05,9.243226068949790731e-06,5.027119000813094883e-06,7.072486370844296467e-05,1.305453894701365761e-05
6.974537079314182717e-05,4.784367116005816941e-05,9.398542404107624823e-06,4.794416776481867296e-05,4.837614963233621753e-05,1.021062635906101657e-05,1.266272546270452032e-04,1.984017296617850943e-05
-3.853250570521142684e-05,-4.168877440605766964e-05,-5.235852329119880722e-05,-6.070472051523369896e-05,-1.132947210903316817e-04,-3.504603110988326102e-05,-7.966653732451245895e-05,-2.519676583740920961e-06
7.304124154108819077e-05,2.043944698559110025e-05,-6.694619298581621681e-05,-3.353936486449817807e-05,-8.909902133969858516e-05,-5.151471657995598515e-05,1.096015509039880196e-04,3.267469793256691621e-05
1.264498881490825938e-04,5.386280064067050212e-05,-5.215386374949504438e-05,8.567442704360948930e-06,-4.813995010260450913e-05,-4.250920508891469158e-05,2.147949703047080314e-04,4.847182607864846955e-05
5.546123645541913135e-05,1.040179039513790382e-05,-5.904997642122724152e-05,-1.573468545402361470e-05,-7.965596440802283752e-05,-3.346363173262195808e-05,8.068804768518919568e-05,2.503520953707164353e-05
5.464325787409775884e-05,2.224878054175222873e-05,-1.929056699238115310e-05,1.384133192948306546e-05,-1.875962305104547022e-05,-1.227158509507984661e-05,9.692303046649815995e-05,2.100024221594774056e-05
5.409900969820758760e-05,3.746066952822830662e-05,1.327522306579351708e-05,3.475406983023510658e-05,5.489451120053316418e-05,1.105629638632167658e-05,9.092827490251421214e-05,1.177523257559192149e-05
5.461647714376239427e-05,2.832293266510726204e-05,1.282891553897628969e-05,4.747293198845997398e-05,3.192616739703356410e-05,1.048151585867767048e-05,1.136126539895429766e-04,1.697786782610870448e-05
1.026653308557413707e-04,6.505542855411654388e-05,1.149196449803567365e-05,4.731650110787591671e-05,5.994339776115585920e-05,-1.483592565992710649e-06,1.890394241599072610e-04,3.063036072214803709e-05
1.049327900562048698e-04,4.210073956590768750e-05,-2.582382697926969414e-05,2.727104469772652484e-05,-1.145656000596427819e-06,-1.432335642812328127e-05,1.721760622442225930e-04,3.276424974920653162e-05
1.472004354719886829e-04,6.440835943140412509e-05,-6.644110974218839607e-05,2.263476450622630380e-05,-6.900018384245013036e-05,-4.636342675458387684e-05,2.601619304379943019e-04,5.960448572611278759e-05
2.370678771370406113e-04,2.772708318966259062e-05,-2.507242943751549153e-04,-5.202867254050174794e-05,-3.629113938665288509e-04,-1.388955041149246539e-04,3.634362505389687162e-04,1.102615132024077827e-04
